user_id,session_id,timestamp,event,product_id,channel,price_x,location,device,category,price_y
U0044,S66450,2024-02-07 07:20:00,purchase,P0180,Email,3997.7,Mumbai,mobile,Home,3997.7
U0247,S79125,2024-01-09 10:00:00,purchase,P0180,Instagram,3997.7,Hyderabad,desktop,Home,3997.7
U0247,S79125,2024-01-09 10:05:00,add_to_cart,P0180,Instagram,3997.7,Hyderabad,desktop,Home,3997.7
U0286,S38051,2024-05-09 22:00:00,view_product,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0286,S38051,2024-05-09 22:05:00,add_to_cart,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0286,S38051,2024-05-09 22:10:00,add_to_cart,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0286,S38051,2024-05-09 22:15:00,purchase,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0286,S38051,2024-05-09 22:20:00,visit,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0405,S28700,2024-04-06 18:00:00,visit,P0180,Instagram,3997.7,Hyderabad,desktop,Home,3997.7
U0405,S28700,2024-04-06 18:05:00,checkout,P0180,Instagram,3997.7,Hyderabad,desktop,Home,3997.7
U0405,S28700,2024-04-06 18:10:00,purchase,P0180,Instagram,3997.7,Hyderabad,desktop,Home,3997.7
U0405,S28700,2024-04-06 18:15:00,checkout,P0180,Instagram,3997.7,Hyderabad,desktop,Home,3997.7
U0405,S46152,2024-04-19 16:00:00,view_product,P0180,Email,3997.7,Hyderabad,desktop,Home,3997.7
U0405,S46152,2024-04-19 16:05:00,purchase,P0180,Email,3997.7,Hyderabad,desktop,Home,3997.7
U0405,S46152,2024-04-19 16:10:00,purchase,P0180,Email,3997.7,Hyderabad,desktop,Home,3997.7
U0488,S96364,2024-05-14 08:00:00,checkout,P0180,Google Ads,3997.7,Bangalore,desktop,Home,3997.7
U0488,S96364,2024-05-14 08:05:00,add_to_cart,P0180,Google Ads,3997.7,Bangalore,desktop,Home,3997.7
U0488,S96364,2024-05-14 08:10:00,add_to_cart,P0180,Google Ads,3997.7,Bangalore,desktop,Home,3997.7
U0664,S65554,2024-06-20 21:00:00,checkout,P0180,Instagram,3997.7,Bangalore,desktop,Home,3997.7
U0664,S65554,2024-06-20 21:05:00,purchase,P0180,Instagram,3997.7,Bangalore,desktop,Home,3997.7
U0664,S65554,2024-06-20 21:10:00,visit,P0180,Instagram,3997.7,Bangalore,desktop,Home,3997.7
U0712,S40317,2024-04-15 01:00:00,add_to_cart,P0180,Instagram,3997.7,Chennai,mobile,Home,3997.7
U0712,S40317,2024-04-15 01:05:00,add_to_cart,P0180,Instagram,3997.7,Chennai,mobile,Home,3997.7
U0712,S40317,2024-04-15 01:10:00,checkout,P0180,Instagram,3997.7,Chennai,mobile,Home,3997.7
U0713,S37405,2024-01-24 10:00:00,checkout,P0180,Email,3997.7,Mumbai,mobile,Home,3997.7
U0713,S37405,2024-01-24 10:05:00,visit,P0180,Email,3997.7,Mumbai,mobile,Home,3997.7
U0713,S37405,2024-01-24 10:10:00,view_product,P0180,Email,3997.7,Mumbai,mobile,Home,3997.7
U0792,S84915,2024-05-11 19:00:00,purchase,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0792,S84915,2024-05-11 19:05:00,purchase,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0792,S84915,2024-05-11 19:10:00,visit,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0792,S84915,2024-05-11 19:15:00,add_to_cart,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0792,S84915,2024-05-11 19:20:00,visit,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0827,S95674,2024-01-23 16:00:00,add_to_cart,P0180,Instagram,3997.7,Mumbai,mobile,Home,3997.7
U0827,S95674,2024-01-23 16:05:00,view_product,P0180,Instagram,3997.7,Mumbai,mobile,Home,3997.7
U0827,S95674,2024-01-23 16:10:00,view_product,P0180,Instagram,3997.7,Mumbai,mobile,Home,3997.7
U0827,S95674,2024-01-23 16:15:00,purchase,P0180,Instagram,3997.7,Mumbai,mobile,Home,3997.7
U0841,S65508,2024-03-20 05:00:00,visit,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0841,S65508,2024-03-20 05:05:00,purchase,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0841,S65508,2024-03-20 05:10:00,view_product,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0841,S65508,2024-03-20 05:15:00,checkout,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0841,S65508,2024-03-20 05:20:00,purchase,P0180,Email,3997.7,Chennai,desktop,Home,3997.7
U0863,S92610,2024-04-21 22:00:00,add_to_cart,P0180,Instagram,3997.7,Bangalore,mobile,Home,3997.7
U0863,S92610,2024-04-21 22:05:00,view_product,P0180,Instagram,3997.7,Bangalore,mobile,Home,3997.7
U0863,S92610,2024-04-21 22:10:00,add_to_cart,P0180,Instagram,3997.7,Bangalore,mobile,Home,3997.7
U0863,S92610,2024-04-21 22:15:00,view_product,P0180,Instagram,3997.7,Bangalore,mobile,Home,3997.7
U0895,S91582,2024-03-16 21:00:00,visit,P0180,Instagram,3997.7,Delhi,desktop,Home,3997.7
U0895,S91582,2024-03-16 21:05:00,view_product,P0180,Instagram,3997.7,Delhi,desktop,Home,3997.7
U0895,S91582,2024-03-16 21:10:00,view_product,P0180,Instagram,3997.7,Delhi,desktop,Home,3997.7
U0002,S76237,2024-06-03 00:00:00,checkout,P0154,Email,4021.75,Chennai,desktop,Fashion,4021.75
U0002,S76237,2024-06-03 00:05:00,checkout,P0154,Email,4021.75,Chennai,desktop,Fashion,4021.75
U0002,S76237,2024-06-03 00:10:00,add_to_cart,P0154,Email,4021.75,Chennai,desktop,Fashion,4021.75
U0055,S38183,2024-04-20 14:00:00,add_to_cart,P0154,Instagram,4021.75,Bangalore,mobile,Fashion,4021.75
U0055,S38183,2024-04-20 14:05:00,purchase,P0154,Instagram,4021.75,Bangalore,mobile,Fashion,4021.75
U0055,S38183,2024-04-20 14:10:00,view_product,P0154,Instagram,4021.75,Bangalore,mobile,Fashion,4021.75
U0065,S35166,2024-02-27 04:00:00,visit,P0154,Google Ads,4021.75,Mumbai,desktop,Fashion,4021.75
U0065,S35166,2024-02-27 04:05:00,purchase,P0154,Google Ads,4021.75,Mumbai,desktop,Fashion,4021.75
U0065,S35166,2024-02-27 04:10:00,visit,P0154,Google Ads,4021.75,Mumbai,desktop,Fashion,4021.75
U0080,S62610,2024-05-08 01:00:00,visit,P0154,Google Ads,4021.75,Hyderabad,mobile,Fashion,4021.75
U0080,S62610,2024-05-08 01:05:00,checkout,P0154,Google Ads,4021.75,Hyderabad,mobile,Fashion,4021.75
U0093,S40692,2024-05-27 10:00:00,view_product,P0154,Google Ads,4021.75,Bangalore,mobile,Fashion,4021.75
U0093,S40692,2024-05-27 10:05:00,purchase,P0154,Google Ads,4021.75,Bangalore,mobile,Fashion,4021.75
U0093,S40692,2024-05-27 10:10:00,purchase,P0154,Google Ads,4021.75,Bangalore,mobile,Fashion,4021.75
U0093,S40692,2024-05-27 10:15:00,add_to_cart,P0154,Google Ads,4021.75,Bangalore,mobile,Fashion,4021.75
U0147,S57235,2024-06-29 06:00:00,view_product,P0154,Email,4021.75,Hyderabad,mobile,Fashion,4021.75
U0147,S57235,2024-06-29 06:05:00,add_to_cart,P0154,Email,4021.75,Hyderabad,mobile,Fashion,4021.75
U0147,S57235,2024-06-29 06:10:00,view_product,P0154,Email,4021.75,Hyderabad,mobile,Fashion,4021.75
U0147,S57235,2024-06-29 06:15:00,purchase,P0154,Email,4021.75,Hyderabad,mobile,Fashion,4021.75
U0219,S82737,2024-03-12 07:00:00,view_product,P0154,Email,4021.75,Delhi,desktop,Fashion,4021.75
U0219,S82737,2024-03-12 07:05:00,view_product,P0154,Email,4021.75,Delhi,desktop,Fashion,4021.75
U0219,S82737,2024-03-12 07:10:00,visit,P0154,Email,4021.75,Delhi,desktop,Fashion,4021.75
U0272,S73470,2024-04-05 09:00:00,visit,P0154,Instagram,4021.75,Delhi,desktop,Fashion,4021.75
U0272,S73470,2024-04-05 09:05:00,view_product,P0154,Instagram,4021.75,Delhi,desktop,Fashion,4021.75
U0495,S11317,2024-02-28 13:00:00,purchase,P0154,Instagram,4021.75,Chennai,desktop,Fashion,4021.75
U0495,S11317,2024-02-28 13:05:00,visit,P0154,Instagram,4021.75,Chennai,desktop,Fashion,4021.75
U0529,S21971,2024-06-06 04:00:00,visit,P0154,Email,4021.75,Chennai,desktop,Fashion,4021.75
U0529,S21971,2024-06-06 04:05:00,purchase,P0154,Email,4021.75,Chennai,desktop,Fashion,4021.75
U0529,S21971,2024-06-06 04:10:00,view_product,P0154,Email,4021.75,Chennai,desktop,Fashion,4021.75
U0582,S58719,2024-06-07 13:00:00,add_to_cart,P0154,Email,4021.75,Chennai,desktop,Fashion,4021.75
U0582,S58719,2024-06-07 13:05:00,visit,P0154,Email,4021.75,Chennai,desktop,Fashion,4021.75
U0582,S58719,2024-06-07 13:10:00,add_to_cart,P0154,Email,4021.75,Chennai,desktop,Fashion,4021.75
U0658,S97115,2024-02-20 14:00:00,add_to_cart,P0154,Email,4021.75,Mumbai,mobile,Fashion,4021.75
U0658,S97115,2024-02-20 14:05:00,add_to_cart,P0154,Email,4021.75,Mumbai,mobile,Fashion,4021.75
U0658,S97115,2024-02-20 14:10:00,purchase,P0154,Email,4021.75,Mumbai,mobile,Fashion,4021.75
U0658,S97115,2024-02-20 14:15:00,checkout,P0154,Email,4021.75,Mumbai,mobile,Fashion,4021.75
U0678,S66804,2024-01-20 19:00:00,view_product,P0154,Instagram,4021.75,Bangalore,desktop,Fashion,4021.75
U0678,S66804,2024-01-20 19:05:00,add_to_cart,P0154,Instagram,4021.75,Bangalore,desktop,Fashion,4021.75
U0678,S66804,2024-01-20 19:10:00,add_to_cart,P0154,Instagram,4021.75,Bangalore,desktop,Fashion,4021.75
U0678,S66804,2024-01-20 19:15:00,purchase,P0154,Instagram,4021.75,Bangalore,desktop,Fashion,4021.75
U0680,S64837,2024-05-25 06:00:00,checkout,P0154,Instagram,4021.75,Chennai,mobile,Fashion,4021.75
U0680,S64837,2024-05-25 06:05:00,purchase,P0154,Instagram,4021.75,Chennai,mobile,Fashion,4021.75
U0680,S64837,2024-05-25 06:10:00,add_to_cart,P0154,Instagram,4021.75,Chennai,mobile,Fashion,4021.75
U0680,S64837,2024-05-25 06:15:00,add_to_cart,P0154,Instagram,4021.75,Chennai,mobile,Fashion,4021.75
U0680,S64837,2024-05-25 06:20:00,purchase,P0154,Instagram,4021.75,Chennai,mobile,Fashion,4021.75
U0685,S23103,2024-01-10 18:00:00,purchase,P0154,Google Ads,4021.75,Bangalore,desktop,Fashion,4021.75
U0685,S23103,2024-01-10 18:05:00,checkout,P0154,Google Ads,4021.75,Bangalore,desktop,Fashion,4021.75
U0708,S56291,2024-02-18 21:00:00,add_to_cart,P0154,Email,4021.75,Bangalore,desktop,Fashion,4021.75
U0708,S56291,2024-02-18 21:05:00,purchase,P0154,Email,4021.75,Bangalore,desktop,Fashion,4021.75
U0708,S56291,2024-02-18 21:10:00,add_to_cart,P0154,Email,4021.75,Bangalore,desktop,Fashion,4021.75
U0806,S27682,2024-04-14 08:00:00,checkout,P0154,Google Ads,4021.75,Mumbai,mobile,Fashion,4021.75
U0806,S27682,2024-04-14 08:05:00,add_to_cart,P0154,Google Ads,4021.75,Mumbai,mobile,Fashion,4021.75
U0806,S27682,2024-04-14 08:10:00,visit,P0154,Google Ads,4021.75,Mumbai,mobile,Fashion,4021.75
U0831,S53687,2024-03-24 03:00:00,add_to_cart,P0154,Instagram,4021.75,Hyderabad,mobile,Fashion,4021.75
U0831,S53687,2024-03-24 03:05:00,checkout,P0154,Instagram,4021.75,Hyderabad,mobile,Fashion,4021.75
U0002,S68878,2024-05-30 08:00:00,checkout,P0055,Instagram,3078.73,Chennai,desktop,Home,3078.73
U0002,S68878,2024-05-30 08:05:00,visit,P0055,Instagram,3078.73,Chennai,desktop,Home,3078.73
U0219,S75700,2024-03-11 01:00:00,purchase,P0055,Google Ads,3078.73,Delhi,desktop,Home,3078.73
U0219,S75700,2024-03-11 01:05:00,purchase,P0055,Google Ads,3078.73,Delhi,desktop,Home,3078.73
U0219,S75700,2024-03-11 01:10:00,purchase,P0055,Google Ads,3078.73,Delhi,desktop,Home,3078.73
U0219,S75700,2024-03-11 01:15:00,visit,P0055,Google Ads,3078.73,Delhi,desktop,Home,3078.73
U0302,S50392,2024-01-06 20:00:00,purchase,P0055,Google Ads,3078.73,Chennai,mobile,Home,3078.73
U0302,S50392,2024-01-06 20:05:00,checkout,P0055,Google Ads,3078.73,Chennai,mobile,Home,3078.73
U0302,S17166,2024-06-25 21:00:00,view_product,P0055,Email,3078.73,Chennai,mobile,Home,3078.73
U0302,S17166,2024-06-25 21:05:00,view_product,P0055,Email,3078.73,Chennai,mobile,Home,3078.73
U0302,S17166,2024-06-25 21:10:00,checkout,P0055,Email,3078.73,Chennai,mobile,Home,3078.73
U0438,S34077,2024-05-23 19:00:00,purchase,P0055,Instagram,3078.73,Bangalore,desktop,Home,3078.73
U0438,S34077,2024-05-23 19:05:00,add_to_cart,P0055,Instagram,3078.73,Bangalore,desktop,Home,3078.73
U0660,S77290,2024-01-19 18:00:00,view_product,P0055,Email,3078.73,Bangalore,mobile,Home,3078.73
U0660,S77290,2024-01-19 18:05:00,checkout,P0055,Email,3078.73,Bangalore,mobile,Home,3078.73
U0660,S77290,2024-01-19 18:10:00,purchase,P0055,Email,3078.73,Bangalore,mobile,Home,3078.73
U0749,S31531,2024-06-22 03:00:00,checkout,P0055,Email,3078.73,Delhi,desktop,Home,3078.73
U0749,S31531,2024-06-22 03:05:00,visit,P0055,Email,3078.73,Delhi,desktop,Home,3078.73
U0752,S39348,2024-06-10 11:00:00,checkout,P0055,Google Ads,3078.73,Hyderabad,mobile,Home,3078.73
U0752,S39348,2024-06-10 11:05:00,visit,P0055,Google Ads,3078.73,Hyderabad,mobile,Home,3078.73
U0752,S39348,2024-06-10 11:10:00,view_product,P0055,Google Ads,3078.73,Hyderabad,mobile,Home,3078.73
U0752,S39348,2024-06-10 11:15:00,purchase,P0055,Google Ads,3078.73,Hyderabad,mobile,Home,3078.73
U0763,S25992,2024-06-27 18:00:00,add_to_cart,P0055,Instagram,3078.73,Chennai,desktop,Home,3078.73
U0763,S25992,2024-06-27 18:05:00,checkout,P0055,Instagram,3078.73,Chennai,desktop,Home,3078.73
U0763,S25992,2024-06-27 18:10:00,purchase,P0055,Instagram,3078.73,Chennai,desktop,Home,3078.73
U0763,S25992,2024-06-27 18:15:00,checkout,P0055,Instagram,3078.73,Chennai,desktop,Home,3078.73
U0763,S25992,2024-06-27 18:20:00,visit,P0055,Instagram,3078.73,Chennai,desktop,Home,3078.73
U0815,S63564,2024-05-30 10:00:00,visit,P0055,Google Ads,3078.73,Mumbai,desktop,Home,3078.73
U0815,S63564,2024-05-30 10:05:00,visit,P0055,Google Ads,3078.73,Mumbai,desktop,Home,3078.73
U0915,S60960,2024-03-18 17:00:00,checkout,P0055,Email,3078.73,Hyderabad,mobile,Home,3078.73
U0915,S60960,2024-03-18 17:05:00,view_product,P0055,Email,3078.73,Hyderabad,mobile,Home,3078.73
U0915,S60960,2024-03-18 17:10:00,add_to_cart,P0055,Email,3078.73,Hyderabad,mobile,Home,3078.73
U0915,S60960,2024-03-18 17:15:00,checkout,P0055,Email,3078.73,Hyderabad,mobile,Home,3078.73
U0992,S43341,2024-06-09 21:00:00,checkout,P0055,Instagram,3078.73,Bangalore,desktop,Home,3078.73
U0992,S43341,2024-06-09 21:05:00,add_to_cart,P0055,Instagram,3078.73,Bangalore,desktop,Home,3078.73
U0992,S43341,2024-06-09 21:10:00,visit,P0055,Instagram,3078.73,Bangalore,desktop,Home,3078.73
U0992,S43341,2024-06-09 21:15:00,visit,P0055,Instagram,3078.73,Bangalore,desktop,Home,3078.73
U0002,S65392,2024-03-28 08:00:00,view_product,P0150,Email,1839.48,Chennai,desktop,Fashion,1839.48
U0002,S65392,2024-03-28 08:05:00,checkout,P0150,Email,1839.48,Chennai,desktop,Fashion,1839.48
U0002,S65392,2024-03-28 08:10:00,visit,P0150,Email,1839.48,Chennai,desktop,Fashion,1839.48
U0058,S24534,2024-03-13 21:00:00,add_to_cart,P0150,Instagram,1839.48,Mumbai,desktop,Fashion,1839.48
U0058,S24534,2024-03-13 21:05:00,view_product,P0150,Instagram,1839.48,Mumbai,desktop,Fashion,1839.48
U0058,S24534,2024-03-13 21:10:00,view_product,P0150,Instagram,1839.48,Mumbai,desktop,Fashion,1839.48
U0058,S24534,2024-03-13 21:15:00,purchase,P0150,Instagram,1839.48,Mumbai,desktop,Fashion,1839.48
U0058,S24534,2024-03-13 21:20:00,visit,P0150,Instagram,1839.48,Mumbai,desktop,Fashion,1839.48
U0304,S95089,2024-02-03 19:00:00,checkout,P0150,Instagram,1839.48,Chennai,mobile,Fashion,1839.48
U0304,S95089,2024-02-03 19:05:00,view_product,P0150,Instagram,1839.48,Chennai,mobile,Fashion,1839.48
U0304,S95089,2024-02-03 19:10:00,add_to_cart,P0150,Instagram,1839.48,Chennai,mobile,Fashion,1839.48
U0304,S95089,2024-02-03 19:15:00,checkout,P0150,Instagram,1839.48,Chennai,mobile,Fashion,1839.48
U0304,S95089,2024-02-03 19:20:00,view_product,P0150,Instagram,1839.48,Chennai,mobile,Fashion,1839.48
U0359,S37508,2024-05-01 07:00:00,checkout,P0150,Email,1839.48,Delhi,desktop,Fashion,1839.48
U0359,S37508,2024-05-01 07:05:00,add_to_cart,P0150,Email,1839.48,Delhi,desktop,Fashion,1839.48
U0359,S37508,2024-05-01 07:10:00,checkout,P0150,Email,1839.48,Delhi,desktop,Fashion,1839.48
U0359,S37508,2024-05-01 07:15:00,view_product,P0150,Email,1839.48,Delhi,desktop,Fashion,1839.48
U0359,S37508,2024-05-01 07:20:00,visit,P0150,Email,1839.48,Delhi,desktop,Fashion,1839.48
U0364,S41417,2024-02-10 08:00:00,checkout,P0150,Instagram,1839.48,Chennai,mobile,Fashion,1839.48
U0364,S41417,2024-02-10 08:05:00,visit,P0150,Instagram,1839.48,Chennai,mobile,Fashion,1839.48
U0364,S41417,2024-02-10 08:10:00,checkout,P0150,Instagram,1839.48,Chennai,mobile,Fashion,1839.48
U0364,S41417,2024-02-10 08:15:00,purchase,P0150,Instagram,1839.48,Chennai,mobile,Fashion,1839.48
U0392,S30014,2024-02-23 23:00:00,checkout,P0150,Instagram,1839.48,Chennai,mobile,Fashion,1839.48
U0392,S30014,2024-02-23 23:05:00,visit,P0150,Instagram,1839.48,Chennai,mobile,Fashion,1839.48
U0392,S30014,2024-02-23 23:10:00,purchase,P0150,Instagram,1839.48,Chennai,mobile,Fashion,1839.48
U0397,S39482,2024-01-06 18:00:00,view_product,P0150,Email,1839.48,Chennai,mobile,Fashion,1839.48
U0397,S39482,2024-01-06 18:05:00,checkout,P0150,Email,1839.48,Chennai,mobile,Fashion,1839.48
U0397,S39482,2024-01-06 18:10:00,checkout,P0150,Email,1839.48,Chennai,mobile,Fashion,1839.48
U0397,S39482,2024-01-06 18:15:00,visit,P0150,Email,1839.48,Chennai,mobile,Fashion,1839.48
U0397,S39482,2024-01-06 18:20:00,add_to_cart,P0150,Email,1839.48,Chennai,mobile,Fashion,1839.48
U0565,S46083,2024-06-01 01:00:00,visit,P0150,Email,1839.48,Hyderabad,desktop,Fashion,1839.48
U0565,S46083,2024-06-01 01:05:00,view_product,P0150,Email,1839.48,Hyderabad,desktop,Fashion,1839.48
U0565,S46083,2024-06-01 01:10:00,view_product,P0150,Email,1839.48,Hyderabad,desktop,Fashion,1839.48
U0744,S25753,2024-03-05 06:00:00,view_product,P0150,Instagram,1839.48,Chennai,desktop,Fashion,1839.48
U0744,S25753,2024-03-05 06:05:00,visit,P0150,Instagram,1839.48,Chennai,desktop,Fashion,1839.48
U0744,S25753,2024-03-05 06:10:00,add_to_cart,P0150,Instagram,1839.48,Chennai,desktop,Fashion,1839.48
U0744,S25753,2024-03-05 06:15:00,checkout,P0150,Instagram,1839.48,Chennai,desktop,Fashion,1839.48
U0778,S55871,2024-04-07 02:00:00,purchase,P0150,Instagram,1839.48,Chennai,desktop,Fashion,1839.48
U0778,S55871,2024-04-07 02:05:00,view_product,P0150,Instagram,1839.48,Chennai,desktop,Fashion,1839.48
U0829,S39069,2024-06-24 05:00:00,add_to_cart,P0150,Google Ads,1839.48,Mumbai,mobile,Fashion,1839.48
U0829,S39069,2024-06-24 05:05:00,view_product,P0150,Google Ads,1839.48,Mumbai,mobile,Fashion,1839.48
U0874,S48008,2024-05-14 19:00:00,checkout,P0150,Email,1839.48,Hyderabad,mobile,Fashion,1839.48
U0874,S48008,2024-05-14 19:05:00,view_product,P0150,Email,1839.48,Hyderabad,mobile,Fashion,1839.48
U0874,S48008,2024-05-14 19:10:00,view_product,P0150,Email,1839.48,Hyderabad,mobile,Fashion,1839.48
U0874,S48008,2024-05-14 19:15:00,checkout,P0150,Email,1839.48,Hyderabad,mobile,Fashion,1839.48
U0882,S16151,2024-02-11 05:00:00,add_to_cart,P0150,Email,1839.48,Chennai,desktop,Fashion,1839.48
U0882,S16151,2024-02-11 05:05:00,view_product,P0150,Email,1839.48,Chennai,desktop,Fashion,1839.48
U0882,S16151,2024-02-11 05:10:00,add_to_cart,P0150,Email,1839.48,Chennai,desktop,Fashion,1839.48
U0882,S16151,2024-02-11 05:15:00,view_product,P0150,Email,1839.48,Chennai,desktop,Fashion,1839.48
U0002,S59797,2024-01-25 11:00:00,checkout,P0086,Instagram,2673.3,Chennai,desktop,Toys,2673.3
U0002,S59797,2024-01-25 11:05:00,purchase,P0086,Instagram,2673.3,Chennai,desktop,Toys,2673.3
U0002,S59797,2024-01-25 11:10:00,checkout,P0086,Instagram,2673.3,Chennai,desktop,Toys,2673.3
U0002,S59797,2024-01-25 11:15:00,add_to_cart,P0086,Instagram,2673.3,Chennai,desktop,Toys,2673.3
U0021,S53025,2024-03-12 02:00:00,view_product,P0086,Email,2673.3,Mumbai,desktop,Toys,2673.3
U0021,S53025,2024-03-12 02:05:00,add_to_cart,P0086,Email,2673.3,Mumbai,desktop,Toys,2673.3
U0021,S53025,2024-03-12 02:10:00,checkout,P0086,Email,2673.3,Mumbai,desktop,Toys,2673.3
U0021,S53025,2024-03-12 02:15:00,purchase,P0086,Email,2673.3,Mumbai,desktop,Toys,2673.3
U0043,S44737,2024-03-27 19:00:00,checkout,P0086,Instagram,2673.3,Hyderabad,mobile,Toys,2673.3
U0043,S44737,2024-03-27 19:05:00,purchase,P0086,Instagram,2673.3,Hyderabad,mobile,Toys,2673.3
